title,savedAt,query,language,articleURL
Shanghai Disneyland reduces operations as China tightens COVID curbs - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/shanghai-disneyland-reduces-operations-china-tightens-covid-curbs-2022-10-29/
China posts 6-month high COVID count as it sticks with strategy - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/china-posts-6-month-high-covid-count-it-sticks-with-strategy-2022-11-06/
Apple expects iPhone 14 shipments to be hit by China's Covid curbs,2022-11-24T07:38:13.093Z,China,,https://www.cnn.com/2022/11/06/business/china-covid-iphone-14-shipments-hit-hnk-intl/index.html
China Evergrande unit gets notice for $4.48 bln loan - Reuters.com,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/china-evergrande-unit-gets-notice-448-bln-loan-2022-11-01/
Blackrock shelves China bond ETF - FT - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/business/blackrock-shelves-china-bond-etf-ft-2022-11-13/
China rolls out first inhalable COVID vaccine - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/china-rolls-out-first-inhalable-covid-vaccine-2022-10-28/
China bears are back - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/markets/asia/global-markets-view-asia-graphic-2022-11-17/
Japan's Honda launches new EV model in China - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/business/autos-transportation/japans-honda-launches-new-ev-model-china-2022-11-05/
Tesla ships 71704 China-made EVs in October - CPCA - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/business/autos-transportation/tesla-ships-71704-china-made-evs-october-cpca-2022-11-03/
China launches final space station module Mengtian - state media - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/lifestyle/science/china-launches-final-space-station-module-mengtian-state-media-2022-10-31/
Australian PM says premature to discuss about any potential China trip - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/asia-pacific/australian-pm-says-premature-discuss-about-any-potential-china-trip-2022-11-19/
Evergrande chairman's Hong Kong mansion seized by bank - media report - Reuters.com,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/business/evergrande-chairmans-hong-kong-mansion-seized-by-bank-media-report-2022-11-03/
Apple puts a 10-minute cap on receiving AirDrop transfers in China,2022-11-24T07:38:13.093Z,China,,https://www.engadget.com/apple-10-minute-cap-everyone-airdrop-090340980.html
President Xi invites Chile's Boric to China in 2023 - Reuters.com,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/president-xi-invites-chiles-boric-china-2023-2022-11-18/
Uh-Oh: Apple's Largest iPhone Assembly Plant Has a Covid-19 Flare Up,2022-11-24T07:38:13.093Z,China,,https://gizmodo.com/apple-iphone-14-covid-19-1849704046
Huawei Is Back With a New Flip Phone That's Cheaper Than Samsung's - CNET,2022-11-24T07:38:13.093Z,China,,https://www.cnet.com/tech/mobile/huawei-is-back-with-a-new-flip-phone-thats-cheaper-than-samsungs/
China reports first Covid deaths in six months amid strict zero-cases policy,2022-11-24T07:38:13.093Z,China,,https://www.bbc.co.uk/news/world-asia-63700291
EU confirms multiple ongoing investigations into TikTok data practices,2022-11-24T07:38:13.093Z,China,,https://www.engadget.com/tiktok-data-investigation-data-practices-161535147.html
Laboring markets get China fillip - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/markets/us/global-markets-view-usa-2022-11-04/
"Fed peak rate talk meets China curbs, grain strain - Reuters",2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/markets/europe/global-markets-view-usa-2022-10-31/
China calls Canadian minister's remarks contrary to fact - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china-calls-canadian-ministers-remarks-contrary-fact-2022-11-10/
Cuba's president to visit China Nov 24-26 - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/cubas-president-visit-china-nov-24-26-2022-11-21/
China Premier Li Keqiang to visit Cambodia from Nov.8-13 for summits - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/asia-pacific/china-premier-li-keqiang-visit-cambodia-nov8-13-summits-2022-11-04/
Infrastructure bottlenecks hamper Russia's booming coal exports to China - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/markets/commodities/infrastructure-bottlenecks-hamper-russias-booming-coal-exports-china-2022-10-25/
"Hu's dramatic China congress exit fuels speculation, official silence - Reuters",2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/world/china/hus-dramatic-china-congress-exit-fuels-speculation-official-silence-2022-10-24/
China Covid: Millions back in lockdown as Beijing doubles down on zero-Covid,2022-11-24T07:38:13.093Z,China,,https://www.bbc.co.uk/news/world-asia-china-63410341
China Southern website shows 737 MAX could return to Chinese service on Oct 30 - Reuters,2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/business/aerospace-defense/china-southern-website-shows-737-max-could-return-chinese-service-oct-30-2022-10-27/
"China factory, services activity hit by COVID curbs - Reuters",2022-11-24T07:38:13.093Z,China,,https://www.reuters.com/video/watch/idRW578231102022RP1
Rugby League World Cup: England get tournament under way with thumping 72-4 win over Brazil,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-league/63476167
T20 World Cup: South Africa secure thrilling win over India,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63445157
World Cup 2022: Why some football fans will not watch on TV,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/uk-wales-63662610
"Qatar World Cup kicks off with fireworks, but not on the pitch as host loses to Ecuador - The Globe and Mail",2022-11-24T07:40:09.062Z,world cup,,https://www.theglobeandmail.com/sports/soccer/article-qatar-fifa-world-cup-2022-loss-ecuador/
T20 World Cup: New Zealand-Afghanistan game delayed by rain,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63346055
T20 World Cup: Australia's Matthew Wade tests positive for Covid-19 before England match,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63408761
Wheelchair Rugby League World Cup: Holders France reach another final,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-league/63615726
T20 World Cup: England stunned by Ireland as rain results in five-run defeat,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63395933
T20 World Cup: Bangladesh bowlers impress to secure victory over Netherlands,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63370237
"England v the United States World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/england-v-united-states-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-23/
Unfancied Qatar and Ecuador eye best chance for early points - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/unfancied-qatar-ecuador-eye-best-chance-early-points-2022-11-18/
World Cup stadium alcohol ban emblematic of contradictions,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-middle-east-63687150
World Cup 2022 armband row: 'Two parallel universes on human rights controversies',2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/football/63718164
FIFA to crack down on online discrimination during World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/fifa-crack-down-online-discrimination-during-world-cup-2022-11-16/
Belgium v Canada: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/23/belgium-v-canada-world-cup-2022-live
T20 World Cup: Rilee Rossouw smashes century as South Africa thrash Bangladesh,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63408763
Canada's goalkeeper Crepeau to miss World Cup with broken leg - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/canadas-goalkeeper-crepeau-miss-world-cup-with-broken-leg-2022-11-07/
Morocco v Croatia: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/23/morocco-v-croatia-world-cup-2022-live
Rory McIlroy: Northern Irishman returns to top of world rankings with CJ Cup win,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/golf/63368797
Ramsdale hoping England performances will compensate for forced sobriety - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/ramsdale-hoping-england-performances-will-compensate-forced-sobriety-2022-11-18/
Senegal v Netherlands: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/21/senegal-v-netherlands-world-cup-2022-live-score-updates
T20 World Cup: Glenn Phillips hits superb ton as New Zealand crush Sri Lanka,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63437433
Rugby League World Cup: Josh Addo-Carr stars as Australia reach semi-finals with resounding win over Lebanon,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-league/63520642
T20 World Cup: Pakistan beat Netherlands to avoid elimination,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63444938
World Cup 2022 opening ceremony – in pictures,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/gallery/2022/nov/20/world-cup-2022-opening-ceremony-in-pictures
Katie Ledecky smashes 800m short-course world record,2022-11-24T07:40:09.062Z,world cup,,https://www.cnn.com/2022/11/06/sport/katie-ledecky-800m-world-record-spt-intl/index.html
"No, Qatar’s World Cup Can’t Be Classed as Carbon-Neutral",2022-11-24T07:40:09.062Z,world cup,,https://www.wired.com/story/qatar-2022-world-cup-emissions/
Hjulmand names experienced Denmark squad for World Cup odyssey - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/hjulmand-names-experienced-denmark-squad-world-cup-odyssey-2022-11-07/
World Cup: FIFA head comments on beer ban - CP24,2022-11-24T07:40:09.062Z,world cup,,https://www.cp24.com/sports/fifa-head-says-fans-should-be-able-to-abstain-at-world-cup-1.6160376
Rugby World Cup: England 41-5 Australia - Marlie Packer hat-trick in quarter-final victory,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-union/63443571
Struggling Australia can win World Cup: McKellar - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/struggling-australia-can-win-world-cup-mckellar-2022-11-15/
STATBOX Soccer-Uruguay at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-uruguay-world-cup-2022-11-05/
Canada names 26-man roster for 2022 FIFA World Cup - Sportsnet.ca,2022-11-24T07:40:09.062Z,world cup,,https://www.sportsnet.ca/soccer/article/canada-names-26-man-roster-for-2022-fifa-world-cup/
Women's World Cup final results - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/womens-world-cup-final-results-2022-11-12/
Mexico v Poland: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/22/mexico-v-poland-world-cup-2022-live-score-updates
STATBOX Soccer-Tunisia at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-tunisia-world-cup-2022-11-03/
T20 World Cup: England-Australia match delayed by rain in Melbourne,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63423230
India app sorry over World Cup buffering issues,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-asia-india-63658531
Cristiano Ronaldo begins World Cup campaign with Portugal after Manchester United departure,2022-11-24T07:40:09.062Z,world cup,,https://www.cnn.com/2022/11/23/football/cristiano-ronaldo-portugal-ghana-world-cup-preview-spt-intl/index.html
"Senegal can leave a mark at World Cup after AFCON win, says Cisse - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/senegal-can-leave-mark-world-cup-after-afcon-win-says-cisse-2022-11-04/
Qatar World Cup: Families seek answers over migrant worker deaths,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-asia-63628537
STATBOX Soccer-Serbia at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-serbia-world-cup-2022-11-05/
World Cup 2022: Sign up to Jürgen Klinsmann's daily World Cup newsletter,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/football/63607873
World Cup music: Why official singles went out of fashion,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/entertainment-arts-63668308
Germany v Japan: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/23/germany-v-japan-world-cup-2022-live
"World Cup 2022: We will see a better Neymar for Brazil in Qatar, says Thiago Silva",2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/football/63657471
Australia's Boyle ruled out of World Cup by injury - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/australias-boyle-ruled-out-world-cup-by-injury-2022-11-20/
Spurs boss Conte slams 'crazy' post-World Cup schedule - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/spurs-boss-conte-slams-crazy-post-world-cup-schedule-2022-11-05/
Denmark v Tunisia: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/22/denmark-v-tunisia-world-cup-2022-live-score-updates
STATBOX Soccer-United States at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-united-states-world-cup-2022-11-02/
World Cup 2022: Ecuador face Fifa charge over fan chants,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/football/63728871
Rugby League World Cup: Australia recall Reagan Campbell-Gillard for New Zealand semi,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-league/63569948
"Qatar World Cup 'is a mistake,' says former FIFA boss",2022-11-24T07:40:09.062Z,world cup,,https://www.cnn.com/2022/11/09/football/sepp-blatter-qatar-fifa-world-cup-spt-intl/index.html
STATBOX-Soccer-Argentina at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-argentina-world-cup-2022-11-03/
Qatar Claims the 2022 FIFA World Cup Is Carbon Neutral. It’s Not.,2022-11-24T07:40:09.062Z,world cup,,https://gizmodo.com/qatar-claims-the-2022-fifa-world-cup-is-carbon-neutral-1849808283
Thuram completes France's World Cup squad - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/thuram-completes-frances-world-cup-squad-2022-11-14/
USA v Wales: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/21/usa-v-wales-world-cup-2022-live-score-updates
STATBOX Soccer-Canada at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-canada-world-cup-2022-11-04/
STATBOX Soccer-Germany at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-germany-world-cup-2022-11-04/
STATBOX Soccer-Switzerland at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-switzerland-world-cup-2022-11-05/
Where is World Cup 2026 being held? - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/where-is-world-cup-2026-being-held-2022-11-24/
T20 World Cup: Marcus Stoinis leads Australia to victory against Sri Lanka,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63386206
"Factbox: Brazil v Serbia World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/brazil-v-serbia-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-22/
A Destabilizing Hack-and-Leak Operation Hits Moldova,2022-11-24T07:40:09.062Z,world cup,,https://www.wired.com/story/moldova-leaks-google-privacy-settlement-world-cup-apps/
STATBOX-Soccer-Cameroon at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-cameroon-world-cup-2022-11-05/
"Factbox: Argentina v Saudi Arabia World Cup 2022: kick-off time, venue and stats - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/argentina-v-saudi-arabia-world-cup-2022-kick-off-time-venue-stats-2022-11-20/
"Factbox: England v Iran World Cup 2022: kick-off time, venue and stats - Reuters.com",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/england-v-iran-world-cup-2022-kick-off-time-venue-stats-2022-11-19/
Rugby World Cup: Canada could match England up front - Katy Daley-Mclean,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-union/63444291
"T20 World Cup: Hardik Pandya’s story of pain, grit and glory",2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-asia-india-63565039
Iranian protesters look to outside world for help,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-middle-east-63553888
"Factbox: Denmark v Tunisia World Cup 2022: kick-off time, venue and stats - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/denmark-v-tunisia-world-cup-2022-kick-off-time-venue-stats-2022-11-20/
"Factbox: Mexico v Poland World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/mexico-v-poland-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-20/
"Factbox: Uruguay v South Korea World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/uruguay-v-south-korea-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-22/
"Factbox: Qatar v Senegal World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/qatar-v-senegal-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-23/
"Resting Kane for World Cup not Spurs' job, says assistant coach - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/resting-kane-world-cup-not-spurs-job-says-assistant-coach-2022-11-09/
"Factbox: Qatar v Ecuador World Cup 2022: kick-off time, venue and stats - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/qatar-v-ecuador-world-cup-2022-kick-off-time-venue-stats-2022-11-18/
"Factbox: Belgium v Canada World Cup 2022: kick-off time, venue and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/belgium-v-canada-world-cup-2022-kick-off-time-venue-odds-2022-11-21/
"Factbox: Soccer-Switzerland v Cameroon World Cup 2022: kickoff time, venue, stats and odds - Reuters",2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/soccer-switzerland-v-cameroon-world-cup-2022-kickoff-time-venue-stats-odds-2022-11-22/
England v Iran: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/21/england-v-iran-world-cup-2022-live-score-updates
France v Australia: World Cup 2022 – live,2022-11-24T07:40:09.062Z,world cup,,https://www.theguardian.com/football/live/2022/nov/22/france-vs-australia-world-cup-qatar-2022-live-score-updates-socceroos-francia-fra-v-aus-kick-off-time-national-football-team-list-squad-soccer-fifa
World Cup 2022: How football fever is gripping cricket-crazy India,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-asia-india-63645416
T20 World Cup: South Africa-Zimbabwe rained off in strange fashion,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/cricket/63371503
STATBOX Soccer-England at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-england-world-cup-2022-11-02/
Argentina World Cup squad - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/argentina-world-cup-squad-2022-11-11/
STATBOX-Soccer-Ghana at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-ghana-world-cup-2022-11-05/
"Soccer Fans, You're Being Watched",2022-11-24T07:40:09.062Z,world cup,,https://www.wired.com/story/soccer-world-cup-biometric-surveillance/
'My small country is now the centre of the world',2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/news/world-middle-east-63696648
Canada World Cup squad - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/canada-world-cup-squad-2022-11-13/
"Rugby World Cup: New Zealand men's and women's fixture clash not taken into account, say officials",2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/rugby-union/63397353
Direct Tel Aviv-Doha flights to operate during World Cup - FIFA - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/world/middle-east/direct-tel-aviv-doha-flights-operate-during-world-cup-fifa-2022-11-10/
Qatar World Cup squad - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/qatar-world-cup-squad-2022-11-11/
STATBOX Soccer-Denmark at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-denmark-world-cup-2022-11-03/
STATBOX Soccer-Netherlands at the World Cup - Reuters,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-netherlands-world-cup-2022-11-02/
World Cup 2022: LGBT activist Peter Tatchell urges captains to speak out in Qatar,2022-11-24T07:40:09.062Z,world cup,,https://www.bbc.co.uk/sport/football/63409927
STATBOX Soccer-France at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-france-world-cup-2022-11-03/
STATBOX Soccer-Saudi Arabia at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-saudi-arabia-world-cup-2022-11-03/
STATBOX Soccer-Australia at the World Cup - Reuters.com,2022-11-24T07:40:09.062Z,world cup,,https://www.reuters.com/lifestyle/sports/statbox-soccer-australia-world-cup-2022-11-03/
Ukraine war: Were Russian soldiers shot after surrendering?,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63676446
Ukraine war round-up: Torture claims and MH17 convictions,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63666554
What happened in the Russia-Ukraine war this week? Catch up with the must-read news and analysis,2022-11-24T07:41:20.494Z,Ukraine,,https://www.theguardian.com/world/2022/nov/19/what-happened-in-the-russia-ukraine-war-this-week-catch-up-with-the-must-read-news-and-analysis
Russia-Ukraine war at a glance: what we know on day 272 of the invasion,2022-11-24T07:41:20.494Z,Ukraine,,https://www.theguardian.com/world/2022/nov/22/russia-ukraine-war-at-a-glance-what-we-know-on-day-272-of-the-invasion
Ukraine questions Twitter takeover amid precarious ties with Musk - Reuters.com,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/business/aerospace-defense/ukraine-questions-twitter-takeover-amid-precarious-ties-with-musk-2022-10-29/
Ukraine to protest over Orban scarf showing Hungary including part of Ukraine - Reuters,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/world/europe/ukraine-protest-over-orban-scarf-showing-hungary-including-part-ukraine-2022-11-22/
German President Steinmeier makes surprise visit to Ukraine - ntv - Reuters,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/world/europe/german-president-steinmeier-makes-surprise-visit-ukraine-ntv-2022-10-25/
Units shut down at Ukraine's Pivdennoukrainsk nuclear power plant - Energoatom - Reuters,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/world/europe/units-shut-down-ukraines-pivdennoukrainsk-nuclear-power-plant-energoatom-2022-11-23/
"Ukraine war: We will rebuild, vows mayor of flattened Mariupol",2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63694707
Zaporizhzhia strike kills newborn baby at Ukraine hospital,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63727260
Russia-Ukraine war at a glance: what we know on day 273 of the invasion,2022-11-24T07:41:20.494Z,Ukraine,,https://www.theguardian.com/world/2022/nov/23/russia-ukraine-war-at-a-glance-what-we-know-on-day-273-of-the-invasion
Millions of lives under threat in Ukraine this winter - WHO,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63708223
How the Biden White House scrambled after Poland missile blast - Reuters.com,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/world/us/how-biden-white-house-scrambled-after-poland-missile-blast-2022-11-18/
World Bank financing arm IFC will discuss $2 bln Ukraine package in December - Reuters,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/business/finance/world-bank-financing-arm-ifc-will-discuss-2-bln-ukraine-package-december-2022-11-17/
"Russia-Ukraine war live: blackouts likely across Ukraine until March, energy provider says",2022-11-24T07:41:20.494Z,Ukraine,,https://www.theguardian.com/world/live/2022/nov/22/russia-ukraine-war-live-blackouts-likely-across-ukraine-until-march-energy-provider-says
Ukraine: 'The Russians are gone but I still live in my cellar',2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/av/world-europe-63655750
Ukraine war: Bodies found as reports of Russian atrocities in Kherson,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63659824
Ukraine war: The men who bring back the dead,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63627345
Ukraine war: Germany looks to renewables after Russian invasion,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63659825
Iran acknowledges drone shipments to Russia before Ukraine war - Reuters,2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/world/iran-acknowledges-drone-shipments-russia-before-ukraine-war-2022-11-05/
"Chance for peace in Ukraine, says France's Macron - Reuters",2022-11-24T07:41:20.494Z,Ukraine,,https://www.reuters.com/video/watch/idRCV00BIOE
Viktor Orban 'Greater Hungary' scarf angers Romania and Ukraine,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/world-europe-63724710
Banksy uses Ukraine as a canvas,2022-11-24T07:41:20.494Z,Ukraine,,https://www.bbc.co.uk/news/av/world-europe-63686223
Ukraine war: Most of Kyiv spends night without power after missiles,2022-11-25T16:06:14.028Z,ukraine,,https://www.bbc.co.uk/news/world-europe-63740923
Ukraine war: How Ukraine restores power after Russian attacks,2022-11-25T16:06:14.028Z,ukraine,,https://www.bbc.co.uk/news/world-europe-63746304
ArcelorMittal plant in Ukraine aims to resume production as soon as possible - Reuters,2022-11-25T16:06:14.028Z,ukraine,,https://www.reuters.com/markets/commodities/arcelormittal-plant-ukraine-aims-resume-production-soon-possible-2022-11-25/
Ukraine war: Facing a harsh winter on the front line,2022-11-25T16:06:14.028Z,ukraine,,https://www.bbc.co.uk/news/world-europe-63730419
Olena Zelenska: We will endure,2022-11-25T16:06:14.028Z,ukraine,,https://www.bbc.co.uk/news/world-europe-63743657
